Tipo;Distrito;Cuartos;Vacantes;Suites;Area;Valor;Mantenimiento;Impuesto;Valor m2;Tipo Agrupado
Departamento;Rímac;2;1;0;68;1300.0;400.0;150.0;19.12;Departamento
Casa en condominio;Mi Perú;2;1;0;100;650.0;100.0;0.0;6.5;Casa
Departamento;La Victoria;3;0;0;75;2000.0;570.0;0.0;26.67;Departamento
Departamento;San Borja;2;2;1;160;4000.0;2800.0;500.0;25.0;Departamento
Departamento;Callao;4;3;3;372;40000.0;5547.0;0.0;107.53;Departamento
Departamento;Miraflores;3;1;2;110;5300.0;1060.0;300.0;48.18;Departamento
Departamento;Lince;1;1;1;80;1700.0;980.0;250.0;21.25;Departamento
Departamento;Ventanilla;1;0;1;73;2000.0;600.0;100.0;27.4;Departamento
Departamento;Lince;2;1;2;80;2200.0;950.0;120.0;27.5;Departamento
Departamento;Lince;4;2;1;189;8000.0;2200.0;660.0;42.33;Departamento
Departamento;Santiago de Surco;2;0;0;80;1900.0;800.0;138.0;23.75;Departamento
Departamento;Miraflores;3;1;0;118;4600.0;1354.0;278.0;38.98;Departamento
Departamento;Santa María del Mar;2;1;0;160;1800.0;751.0;0.0;11.25;Departamento
Departamento;Mi Perú;2;1;1;66;1400.0;485.0;20.0;21.21;Departamento
Departamento;Santa María del Mar;1;0;0;45;700.0;270.0;20.0;15.56;Departamento
Casa;San Borja;3;4;1;400;8500.0;0.0;0.0;21.25;Casa
Departamento;San Borja;3;1;2;82;1500.0;484.0;0.0;18.29;Departamento
Departamento;Lince;3;2;2;270;5000.0;4050.0;0.0;18.52;Departamento
Casa;La Punta;2;0;0;36;700.0;0.0;0.0;19.44;Casa
Departamento;Lince;1;1;0;52;3500.0;2715.0;0.0;67.31;Departamento
Departamento;Lince;2;1;1;88;2700.0;1300.0;2042.0;30.68;Departamento
Departamento;Ate;1;0;1;60;3950.0;730.0;0.0;65.83;Departamento
Departamento;Villa El Salvador;3;1;1;95;3700.0;770.0;136.0;38.95;Departamento
Departamento;Miraflores;3;1;1;140;25000.0;1616.0;425.0;178.57;Departamento
Departamento;Miraflores;2;1;2;140;7800.0;1175.0;0.0;55.71;Departamento
Departamento;Villa María del Triunfo;3;1;0;105;2800.0;1060.0;101.0;26.67;Departamento
Departamento;Lince;2;1;1;74;1900.0;1190.0;215.0;25.68;Departamento
Departamento;Magdalena del Mar;3;1;1;78;1800.0;680.0;125.0;23.08;Departamento
Departamento;San Borja;3;2;1;105;2000.0;815.0;206.0;19.05;Departamento
Departamento;Miraflores;3;3;1;340;23000.0;4300.0;2100.0;67.65;Departamento
Departamento;Santa Rosa;1;0;0;38;1500.0;435.0;58.0;39.47;Departamento
Departamento;San Borja;2;1;1;70;1800.0;650.0;80.0;25.71;Departamento
Departamento;Lince;2;1;1;80;2600.0;1385.0;187.0;32.5;Departamento
Departamento;Lince;2;0;1;77;4700.0;3067.0;389.0;61.04;Departamento
Departamento;Callao;2;1;0;61;1100.0;401.0;0.0;18.03;Departamento
Departamento;Santa Rosa;3;0;0;66;3200.0;893.0;146.0;48.48;Departamento
Habitación;Santa Rosa;1;0;0;35;1600.0;462.0;67.0;45.71;Departamento
Departamento;Lince;3;2;1;201;4000.0;2400.0;0.0;19.9;Departamento
Departamento;Miraflores;1;1;0;50;2600.0;660.0;0.0;52.0;Departamento
Departamento;Jesús María;2;2;0;145;2500.0;1335.0;199.0;17.24;Departamento
Casa;Mi Perú;2;1;0;80;1290.0;0.0;0.0;16.12;Casa
Departamento;Miraflores;3;1;1;98;5800.0;1750.0;145.0;59.18;Departamento
Departamento;Lince;2;2;1;72;1450.0;975.0;167.0;20.14;Departamento
Departamento;Santa Rosa;1;0;0;32;1200.0;472.0;24.0;37.5;Departamento
Departamento;El Agustino;1;0;0;30;800.0;495.0;0.0;26.67;Departamento
Casa;San Bartolo;1;0;0;40;550.0;0.0;0.0;13.75;Casa
Casa;Ancón;4;2;1;336;13500.0;750.0;649.0;40.18;Casa
Departamento;Jesús María;1;1;0;70;1200.0;770.0;0.0;17.14;Departamento
Departamento;Lince;4;3;2;320;8000.0;1700.0;904.0;25.0;Departamento
Departamento;Callao;1;0;0;110;4500.0;1200.0;200.0;40.91;Departamento
Habitación;Cieneguilla;1;0;0;42;850.0;543.0;26.0;20.24;Departamento
Departamento;Miraflores;1;0;0;31;1900.0;523.0;61.0;61.29;Departamento
Departamento;Callao;2;1;1;92;3600.0;1125.0;221.0;39.13;Departamento
Departamento;Miraflores;3;1;1;100;3000.0;1340.0;160.0;30.0;Departamento
Departamento;Magdalena del Mar;2;1;1;70;1600.0;513.0;94.0;22.86;Departamento
Departamento;Cieneguilla;2;1;0;67;2100.0;680.0;0.0;31.34;Departamento
Departamento;San Borja;2;1;1;97;1800.0;1100.0;140.0;18.56;Departamento
Habitación;Miraflores;1;0;1;30;6500.0;0.0;0.0;216.67;Departamento
Departamento;Ventanilla;1;1;0;50;1100.0;500.0;0.0;22.0;Departamento
Habitación;Santa Rosa;1;0;0;41;1300.0;690.0;72.0;31.71;Departamento
Departamento;Jesús María;2;0;0;71;1500.0;100.0;0.0;21.13;Departamento
Departamento;Lince;4;2;2;178;8891.0;2500.0;3500.0;49.95;Departamento
Habitación;San Juan de Lurigancho;1;0;0;55;450.0;0.0;0.0;8.18;Departamento
Departamento;San Borja;2;0;2;80;3500.0;1370.0;240.0;43.75;Departamento
Departamento;Ate;2;1;0;82;5500.0;570.0;130.0;67.07;Departamento
Departamento;Lince;3;2;1;204;4600.0;2321.0;489.0;22.55;Departamento
Departamento;Santa Rosa;1;0;0;35;1400.0;605.0;53.0;40.0;Departamento
Departamento;Santa Rosa;2;2;2;90;10000.0;3300.0;3140.0;111.11;Departamento
Departamento;Punta Negra;2;0;0;75;1200.0;150.0;20.0;16.0;Departamento
Departamento;Santa Rosa;2;0;0;82;1900.0;685.0;180.0;23.17;Departamento
Departamento;San Borja;3;1;1;84;2000.0;750.0;205.0;23.81;Departamento
Departamento;Santa Rosa;2;3;1;207;15000.0;1600.0;400.0;72.46;Departamento
Departamento;Santa Rosa;3;1;0;140;3700.0;1347.0;329.0;26.43;Departamento
Departamento;San Isidro;2;1;0;64;1200.0;494.0;0.0;18.75;Departamento
Departamento;Punta Negra;1;0;0;40;1000.0;340.0;190.0;25.0;Departamento
Departamento;Cieneguilla;1;0;0;59;1400.0;499.0;10.0;23.73;Departamento
Habitación;Santa Rosa;1;0;1;23;1500.0;400.0;0.0;65.22;Departamento
Departamento;Santa Rosa;1;0;0;32;1500.0;474.0;25.0;46.88;Departamento
Departamento;Puente Piedra;1;1;0;47;1200.0;290.0;49.0;25.53;Departamento
Habitación;Santa Rosa;1;0;0;26;900.0;470.0;24.0;34.62;Departamento
Departamento;Mi Perú;2;1;0;47;850.0;350.0;0.0;18.09;Departamento
Departamento;Miraflores;2;0;0;94;3500.0;250.0;315.0;37.23;Departamento
Departamento;Pachacámac;3;3;3;243;14000.0;3000.0;594.0;57.61;Departamento
Departamento;Magdalena del Mar;2;1;0;62;900.0;575.0;14.0;14.52;Departamento
Departamento;Barranco;3;3;1;148;2500.0;776.0;0.0;16.89;Departamento
Casa en condominio;Lince;6;6;6;1100;25000.0;2695.0;3000.0;22.73;Casa
Casa en condominio;Lince;5;2;5;554;20000.0;1892.0;1743.0;36.1;Casa
Departamento;Santa Rosa;3;1;1;228;3800.0;1800.0;420.0;16.67;Departamento
Departamento;Callao;3;2;2;376;18000.0;4870.0;0.0;47.87;Departamento
Departamento;Lince;2;1;0;68;2800.0;1550.0;0.0;41.18;Departamento
Departamento;Miraflores;1;0;0;38;1400.0;530.0;77.0;36.84;Departamento
Departamento;Santa Rosa;3;2;0;93;3900.0;1185.0;0.0;41.94;Departamento
Departamento;Lima;2;1;0;65;1500.0;800.0;0.0;23.08;Departamento
Departamento;Ate;3;1;1;150;5000.0;1100.0;450.0;33.33;Departamento
Departamento;Lince;3;1;3;200;3000.0;1300.0;0.0;15.0;Departamento
Departamento;Pachacámac;3;3;3;400;13000.0;9750.0;23000.0;32.5;Departamento
Casa en condominio;Los Olivos;2;1;0;100;1300.0;150.0;0.0;13.0;Casa
Departamento;Barranco;3;1;1;90;2000.0;980.0;0.0;22.22;Departamento
Departamento;Villa María del Triunfo;3;1;1;110;5000.0;991.0;218.0;45.45;Departamento
Departamento;Ancón;5;2;1;367;6000.0;2010.0;0.0;16.35;Departamento
Departamento;Lince;3;2;3;155;5900.0;1850.0;332.0;38.06;Departamento
Departamento;Breña;4;2;1;186;6000.0;2140.0;450.0;32.26;Departamento
Departamento;Santa Rosa;4;1;1;223;5000.0;1840.0;377.0;22.42;Departamento
Departamento;Barranco;3;1;0;115;1900.0;720.0;130.0;16.52;Departamento
Departamento;Lurín;2;0;0;45;1300.0;100.0;0.0;28.89;Departamento
Departamento;Barranco;1;1;0;60;900.0;556.0;24.0;15.0;Departamento
Departamento;San Luis;2;1;0;50;1000.0;385.0;13.0;20.0;Departamento
Casa;Lince;4;3;4;350;12000.0;1300.0;620.0;34.29;Casa
Departamento;Santa Rosa;4;0;1;105;5000.0;837.0;130.0;47.62;Departamento
Departamento;Callao;5;0;2;367;16000.0;2668.0;1423.0;43.6;Departamento
Departamento;Miraflores;3;1;2;135;8000.0;1920.0;2150.0;59.26;Departamento
Casa en condominio;San Borja;3;2;3;250;4500.0;900.0;519.0;18.0;Casa
Casa;Lurín;2;1;0;107;1700.0;0.0;0.0;15.89;Casa
Departamento;Ate;2;2;2;150;12000.0;4400.0;600.0;80.0;Departamento
Departamento;Santa Rosa;1;0;0;42;1600.0;590.0;0.0;38.1;Departamento
Departamento;Callao;3;2;1;110;4000.0;1089.0;401.0;36.36;Departamento
Departamento;Lince;3;2;0;105;2900.0;1500.0;265.0;27.62;Departamento
Departamento;Santa Rosa;2;1;2;236;10000.0;2870.0;8660.0;42.37;Departamento
Departamento;Santa Rosa;4;1;1;200;5000.0;1800.0;435.0;25.0;Departamento
Departamento;Chaclacayo;2;1;1;68;2350.0;543.0;15.0;34.56;Departamento
Departamento;Barranco;2;0;0;80;1300.0;855.0;0.0;16.25;Departamento
Departamento;Santa Rosa;2;0;0;100;2600.0;1500.0;130.0;26.0;Departamento
Departamento;Ate;3;1;3;210;12000.0;1775.0;410.0;57.14;Departamento
Departamento;Chorrillos;1;0;0;35;1300.0;319.0;24.0;37.14;Departamento
Departamento;Santiago de Surco;2;1;0;74;3700.0;1030.0;213.0;50.0;Departamento
Departamento;San Borja;4;2;2;118;2900.0;1000.0;200.0;24.58;Departamento
Departamento;Lince;4;2;1;177;6500.0;1680.0;350.0;36.72;Departamento
Departamento;La Perla;2;1;0;70;1300.0;180.0;0.0;18.57;Departamento
Departamento;Ate;2;1;1;115;7500.0;980.0;270.0;65.22;Departamento
Departamento;Santa Rosa;3;0;1;105;3000.0;1000.0;165.0;28.57;Departamento
Departamento;Ancón;2;0;0;48;750.0;35.0;0.0;15.62;Departamento
Departamento;Pachacámac;2;2;1;96;3500.0;1000.0;200.0;36.46;Departamento
Departamento;San Borja;2;3;2;157;2150.0;1178.0;326.0;13.69;Departamento
Departamento;Pucusana;2;0;0;70;1200.0;465.0;0.0;17.14;Departamento
Departamento;Ate;3;1;1;170;6990.0;2074.0;345.0;41.12;Departamento
Departamento;Lince;2;1;1;60;2800.0;900.0;1390.0;46.67;Departamento
Departamento;Pachacámac;2;1;1;79;2200.0;1040.0;0.0;27.85;Departamento
Departamento;Barranco;2;1;1;59;2200.0;610.0;103.0;37.29;Departamento
Departamento;Villa María del Triunfo;2;1;1;68;4000.0;870.0;200.0;58.82;Departamento
Departamento;Santa Rosa;2;0;0;80;2700.0;600.0;0.0;33.75;Departamento
Departamento;Santa Rosa;2;1;0;80;3500.0;1100.0;101.0;43.75;Departamento
Departamento;Independencia;3;0;0;81;1200.0;270.0;0.0;14.81;Departamento
Departamento;Santa Rosa;1;0;0;50;1650.0;550.0;0.0;33.0;Departamento
Departamento;Lince;2;1;1;94;2500.0;1450.0;2000.0;26.6;Departamento
Habitación;Cieneguilla;1;0;0;35;850.0;480.0;9.0;24.29;Departamento
Departamento;Lince;2;2;2;90;3900.0;2100.0;400.0;43.33;Departamento
Departamento;Lince;4;3;2;160;6500.0;1880.0;0.0;40.62;Departamento
Departamento;Magdalena del Mar;2;1;1;64;2000.0;450.0;0.0;31.25;Departamento
Departamento;Magdalena del Mar;1;1;0;41;750.0;357.0;16.0;18.29;Departamento
Departamento;Santa Rosa;3;1;1;171;10000.0;1985.0;415.0;58.48;Departamento
Departamento;Rímac;3;2;1;75;1900.0;813.0;83.0;25.33;Departamento
Departamento;Miraflores;3;1;0;80;3650.0;1150.0;158.0;45.62;Departamento
Departamento;Chorrillos;3;0;0;140;2900.0;1150.0;279.0;20.71;Departamento
Departamento;Magdalena del Mar;2;1;0;59;900.0;575.0;14.0;15.25;Departamento
Departamento;Villa María del Triunfo;3;2;1;160;3900.0;2219.0;428.0;24.38;Departamento
Habitación;Santa Rosa;1;0;0;35;1300.0;470.0;25.0;37.14;Departamento
Departamento;Ate;3;1;2;300;25000.0;1870.0;0.0;83.33;Departamento
Departamento;San Luis;2;1;1;65;1700.0;650.0;950.0;26.15;Departamento
Departamento;Santa Rosa;1;0;0;40;1900.0;380.0;58.0;47.5;Departamento
Departamento;San Borja;3;2;1;195;2800.0;1625.0;415.0;14.36;Departamento
Departamento;Cieneguilla;1;0;0;34;1000.0;450.0;21.0;29.41;Departamento
Casa;Mi Perú;2;1;0;70;650.0;0.0;0.0;9.29;Casa
Departamento;Barranco;3;0;0;80;1700.0;500.0;50.0;21.25;Departamento
Departamento;Chorrillos;3;1;1;500;13000.0;4400.0;0.0;26.0;Departamento
Departamento;Pachacámac;3;1;1;114;2250.0;1600.0;220.0;19.74;Departamento
Casa;Pueblo Libre;2;3;0;67;1000.0;0.0;0.0;14.93;Casa
Departamento;Santa Rosa;2;2;1;280;20000.0;3653.0;1224.0;71.43;Departamento
Departamento;Lince;4;3;2;270;11000.0;3700.0;633.0;40.74;Departamento
Departamento;Villa El Salvador;4;4;2;300;12000.0;2800.0;680.0;40.0;Departamento
Casa de villa;Punta Hermosa;2;1;1;65;1800.0;0.0;0.0;27.69;Casa
Departamento;La Punta;3;2;0;95;1400.0;320.0;0.0;14.74;Departamento
Departamento;Villa El Salvador;3;1;1;100;4800.0;1000.0;200.0;48.0;Departamento
Departamento;Magdalena del Mar;2;1;0;60;1100.0;280.0;15.0;18.33;Departamento
Habitación;Chorrillos;1;0;0;40;1600.0;450.0;91.0;40.0;Departamento
Departamento;Santa Rosa;2;0;0;80;2500.0;800.0;0.0;31.25;Departamento
Casa;Pachacámac;4;4;2;490;20000.0;670.0;0.0;40.82;Casa
Departamento;Miraflores;2;1;0;70;3600.0;644.0;128.0;51.43;Departamento
Departamento;Magdalena del Mar;3;1;1;77;1800.0;460.0;0.0;23.38;Departamento
Departamento;Lince;4;3;3;342;7500.0;3970.0;0.0;21.93;Departamento
Departamento;Lince;2;2;1;110;3500.0;800.0;250.0;31.82;Departamento
Departamento;San Borja;3;4;1;217;3300.0;987.0;516.0;15.21;Departamento
Departamento;Miraflores;4;0;2;230;13000.0;2820.0;1001.0;56.52;Departamento
Departamento;Ate;0;0;0;15;100.0;1.0;0.0;6.67;Departamento
Departamento;Ate;4;1;2;205;17000.0;6000.0;772.0;82.93;Departamento
Habitación;Cieneguilla;1;0;0;28;950.0;350.0;0.0;33.93;Departamento
Departamento;Miraflores;3;1;2;250;11000.0;3100.0;1000.0;44.0;Departamento
Departamento;San Borja;2;1;1;70;1600.0;960.0;0.0;22.86;Departamento
Casa en condominio;Lince;5;7;4;550;12000.0;1985.0;1300.0;21.82;Casa
Casa en condominio;Lince;4;5;4;325;8009.0;600.0;0.0;24.64;Casa
Departamento;Miraflores;3;1;1;125;7000.0;2100.0;463.0;56.0;Departamento
Departamento;San Borja;2;1;1;80;2000.0;1000.0;120.0;25.0;Departamento
Departamento;Mi Perú;2;0;0;86;1500.0;280.0;75.0;17.44;Departamento
Departamento;Lince;3;3;3;140;6500.0;1500.0;500.0;46.43;Departamento
Departamento;Lurigancho;2;1;0;56;1200.0;348.0;12.0;21.43;Departamento
Departamento;Santa Rosa;4;1;2;300;7500.0;2200.0;862.0;25.0;Departamento
Departamento;San Borja;3;2;0;110;2500.0;754.0;2181.0;22.73;Departamento
Casa de villa;Villa El Salvador;2;0;0;50;700.0;0.0;0.0;14.0;Casa
Departamento;Jesús María;2;1;0;70;1500.0;500.0;45.0;21.43;Departamento
Departamento;Santa Rosa;2;1;1;78;3500.0;725.0;110.0;44.87;Departamento
Departamento;Villa María del Triunfo;1;0;0;50;1650.0;450.0;0.0;33.0;Departamento
Casa;El Agustino;7;2;0;883;40000.0;0.0;1040.0;45.3;Casa
Departamento;Santiago de Surco;3;1;0;90;2500.0;1150.0;1400.0;27.78;Departamento
Departamento;Ate;3;1;0;140;5800.0;1198.0;417.0;41.43;Departamento
Departamento;Punta Hermosa;3;2;1;80;1600.0;1300.0;850.0;20.0;Departamento
Departamento;Lince;1;1;0;60;2500.0;1200.0;270.0;41.67;Departamento
Casa;Puente Piedra;5;2;1;278;3500.0;0.0;3997.0;12.59;Casa
Departamento;Santa Rosa;2;1;0;75;3600.0;740.0;80.0;48.0;Departamento
Departamento;Barranco;2;0;0;79;1650.0;250.0;82.0;20.89;Departamento
Departamento;Punta Negra;3;1;2;66;800.0;620.0;25.0;12.12;Departamento
Departamento;Villa María del Triunfo;2;0;0;83;2499.0;550.0;132.0;30.11;Departamento
Departamento;Lince;5;5;5;555;14509.0;6925.0;21660.0;26.14;Departamento
Departamento;Miraflores;3;1;0;120;3500.0;1500.0;228.0;29.17;Departamento
Departamento;Lince;3;1;1;70;1800.0;700.0;60.0;25.71;Departamento
Departamento;San Borja;4;2;3;160;3500.0;900.0;372.0;21.88;Departamento
Departamento;Miraflores;2;0;0;72;4199.0;415.0;120.0;58.32;Departamento
Departamento;Santa Rosa;1;0;0;50;1800.0;620.0;73.0;36.0;Departamento
Departamento;Callao;4;3;1;160;8000.0;1780.0;520.0;50.0;Departamento
Departamento;Chorrillos;3;1;1;130;3800.0;1150.0;280.0;29.23;Departamento
Departamento;Santa Rosa;2;0;1;70;2200.0;578.0;95.0;31.43;Departamento
Departamento;Barranco;3;2;1;122;3000.0;1135.0;0.0;24.59;Departamento
Departamento;Magdalena del Mar;3;2;1;230;1900.0;900.0;2000.0;8.26;Departamento
Departamento;Callao;2;0;0;55;2200.0;880.0;125.0;40.0;Departamento
Habitación;Santa Rosa;1;0;0;30;1000.0;488.0;54.0;33.33;Departamento
Departamento;Lince;2;1;1;70;2400.0;950.0;128.0;34.29;Departamento
Habitación;Jesús María;1;0;0;16;980.0;80.0;0.0;61.25;Departamento
Departamento;Surquillo;3;1;0;68;1000.0;670.0;0.0;14.71;Departamento
Departamento;Villa María del Triunfo;2;0;0;44;2000.0;386.0;25.0;45.45;Departamento
Departamento;Barranco;3;2;1;185;3400.0;1495.0;280.0;18.38;Departamento
Departamento;Pachacámac;2;1;2;103;3500.0;890.0;380.0;33.98;Departamento
Departamento;Miraflores;4;3;2;300;12000.0;4000.0;1011.0;40.0;Departamento
Departamento;Lince;3;2;1;130;5000.0;2445.0;807.0;38.46;Departamento
Departamento;Miraflores;4;2;2;240;16300.0;3717.0;902.0;67.92;Departamento
Departamento;Lince;2;1;0;91;2000.0;1100.0;0.0;21.98;Departamento
Departamento;Santa Rosa;3;1;0;130;3100.0;1300.0;0.0;23.85;Departamento
Departamento;Ate;3;2;1;150;5900.0;1890.0;560.0;39.33;Departamento
Departamento;Santa Rosa;4;2;1;389;13640.0;3825.0;1379.0;35.06;Departamento
Departamento;Miraflores;3;3;2;260;18000.0;2640.0;0.0;69.23;Departamento
Departamento;Lince;1;1;1;50;3500.0;1000.0;200.0;70.0;Departamento
Casa en condominio;Lince;3;2;0;230;5800.0;1400.0;440.0;25.22;Casa
Departamento;Barranco;3;1;0;90;1300.0;670.0;0.0;14.44;Departamento
Departamento;Punta Negra;2;1;0;58;1600.0;675.0;0.0;27.59;Departamento
Departamento;Lince;1;1;1;75;2500.0;1100.0;266.0;33.33;Departamento
Habitación;Chorrillos;1;0;0;31;1200.0;316.0;25.0;38.71;Departamento
Departamento;Miraflores;4;2;1;450;17000.0;4500.0;1500.0;37.78;Departamento
Departamento;Villa María del Triunfo;2;0;0;80;2500.0;800.0;0.0;31.25;Departamento
Departamento;Lince;3;2;1;105;2800.0;1630.0;262.0;26.67;Departamento
Departamento;San Juan de Lurigancho;3;1;0;150;4500.0;1000.0;0.0;30.0;Departamento
Departamento;Villa María del Triunfo;1;0;0;124;3500.0;820.0;120.0;28.23;Departamento
Departamento;Ancón;1;0;0;55;1700.0;442.0;53.0;30.91;Departamento
Departamento;San Borja;3;2;0;133;2190.0;1004.0;0.0;16.47;Departamento
Departamento;Ventanilla;2;0;1;62;1100.0;440.0;0.0;17.74;Departamento
Departamento;Villa María del Triunfo;3;2;1;120;3650.0;1490.0;0.0;30.42;Departamento
Departamento;San Luis;2;1;1;96;1300.0;456.0;0.0;13.54;Departamento
Departamento;Ate;3;2;1;100;4200.0;950.0;268.0;42.0;Departamento
Departamento;San Borja;3;2;1;100;1800.0;714.0;140.0;18.0;Departamento
Departamento;Ate;2;0;0;50;900.0;250.0;0.0;18.0;Departamento
Departamento;Barranco;3;2;1;110;1800.0;1400.0;133.0;16.36;Departamento
Casa en condominio;Lince;5;6;5;900;35000.0;2800.0;14468.0;38.89;Casa
Casa;Santa Anita;2;2;0;155;1200.0;0.0;0.0;7.74;Casa
Departamento;Breña;3;2;1;112;5160.0;1250.0;378.0;46.07;Departamento
Departamento;Ancón;3;1;1;130;2700.0;1223.0;233.0;20.77;Departamento
Departamento;Magdalena del Mar;3;2;1;132;2100.0;1115.0;126.0;15.91;Departamento
Departamento;Ate;3;1;0;110;4500.0;1300.0;300.0;40.91;Departamento
Departamento;Santa Rosa;3;1;0;180;3500.0;1410.0;0.0;19.44;Departamento
Habitación;Chorrillos;1;0;0;26;1200.0;230.0;24.0;46.15;Departamento
Departamento;Miraflores;4;4;2;400;25000.0;6500.0;220.0;62.5;Departamento
Departamento;San Juan de Lurigancho;3;0;0;128;3000.0;800.0;210.0;23.44;Departamento
Habitación;Villa María del Triunfo;1;0;0;28;1100.0;481.0;25.0;39.29;Departamento
Departamento;Miraflores;4;2;2;210;28000.0;3020.0;9247.0;133.33;Departamento
Departamento;Lince;4;3;3;243;14000.0;3500.0;15000.0;57.61;Departamento
Departamento;Miraflores;3;3;2;180;14000.0;4000.0;720.0;77.78;Departamento
Departamento;Lince;2;1;1;70;1500.0;1130.0;307.0;21.43;Departamento
Casa;Chorrillos;2;0;0;40;500.0;0.0;0.0;12.5;Casa
Departamento;Lince;2;1;1;79;3100.0;1200.0;0.0;39.24;Departamento
Departamento;San Borja;3;3;2;180;3900.0;1050.0;500.0;21.67;Departamento
Departamento;Lince;1;1;1;90;6500.0;2100.0;5000.0;72.22;Departamento
Departamento;Lince;4;3;4;266;15000.0;3700.0;692.0;56.39;Departamento
Departamento;Barranco;3;2;1;125;2680.0;500.0;345.0;21.44;Departamento
Departamento;Breña;2;0;0;65;1100.0;50.0;0.0;16.92;Departamento
Departamento;Villa El Salvador;2;0;0;75;2800.0;430.0;0.0;37.33;Departamento
Casa en condominio;Lince;5;3;5;788;18000.0;2000.0;2100.0;22.84;Casa
Departamento;La Perla;1;1;0;35;699.0;99.0;0.0;19.97;Departamento
Departamento;Lince;2;1;1;67;3100.0;750.0;160.0;46.27;Departamento
Departamento;Lince;5;3;5;231;15000.0;2600.0;472.0;64.94;Departamento
Departamento;Lince;2;2;2;120;3350.0;1600.0;650.0;27.92;Departamento
Departamento;Villa María del Triunfo;3;2;0;263;8000.0;1815.0;0.0;30.42;Departamento
Departamento;Pachacámac;3;2;1;114;2200.0;1373.0;0.0;19.3;Departamento
Departamento;Lince;3;1;1;165;4000.0;2050.0;480.0;24.24;Departamento
Departamento;Lince;4;4;3;622;10500.0;1390.0;1400.0;16.88;Departamento
Departamento;Villa María del Triunfo;4;1;1;300;4500000.0;1100.0;0.0;15000.0;Departamento
Departamento;San Borja;2;2;1;70;1500.0;1119.0;150.0;21.43;Departamento
Departamento;Lince;4;4;4;310;8000.0;2160.0;1038.0;25.81;Departamento
Departamento;Lince;2;1;0;48;1100.0;395.0;24.0;22.92;Departamento
Departamento;Punta Hermosa;2;1;0;60;1400.0;550.0;0.0;23.33;Departamento
Departamento;Miraflores;4;2;1;260;14700.0;3100.0;900.0;56.54;Departamento
Departamento;Villa María del Triunfo;2;1;1;75;2200.0;1320.0;164.0;29.33;Departamento
Casa;Miraflores;3;1;3;300;4000.0;0.0;1500.0;13.33;Casa
Habitación;Cieneguilla;1;0;0;30;1000.0;235.0;70.0;33.33;Departamento
Departamento;Miraflores;3;1;0;170;5000.0;2600.0;300.0;29.41;Departamento
Departamento;San Borja;3;1;1;90;1950.0;900.0;100.0;21.67;Departamento
Departamento;Santa Rosa;1;0;0;42;1800.0;1697.0;37.0;42.86;Departamento
Departamento;San Juan de Lurigancho;2;0;0;51;2200.0;336.0;0.0;43.14;Departamento
Casa;Lince;5;3;5;776;20000.0;2130.0;20000.0;25.77;Casa
Departamento;Miraflores;4;3;1;232;8990.0;4500.0;1200.0;38.75;Departamento
Departamento;San Borja;3;1;1;58;1500.0;703.0;0.0;25.86;Departamento
Departamento;Magdalena del Mar;2;0;0;46;1000.0;290.0;13.0;21.74;Departamento
Departamento;Lince;4;2;2;165;5800.0;1960.0;8982.0;35.15;Departamento
Departamento;Comas;2;1;0;77;1350.0;511.0;26.0;17.53;Departamento
Departamento;Magdalena del Mar;2;1;1;87;1300.0;869.0;77.0;14.94;Departamento
Departamento;San Borja;2;1;1;72;1300.0;770.0;137.0;18.06;Departamento
Departamento;Chaclacayo;2;0;0;50;1300.0;350.0;0.0;26.0;Departamento
Departamento;San Borja;2;1;0;87;1200.0;1032.0;0.0;13.79;Departamento
Departamento;Barranco;3;1;1;90;3000.0;900.0;0.0;33.33;Departamento
Casa;Puente Piedra;2;1;1;60;1150.0;0.0;0.0;19.17;Casa
Departamento;San Miguel;2;0;0;68;2200.0;590.0;120.0;32.35;Departamento
Departamento;Ventanilla;2;1;0;80;1000.0;390.0;20.0;12.5;Departamento
Departamento;Lince;2;1;1;100;2650.0;1530.0;280.0;26.5;Departamento
Departamento;Ate;3;1;1;108;3900.0;1141.0;406.0;36.11;Departamento
Departamento;Miraflores;2;0;0;90;3000.0;1100.0;210.0;33.33;Departamento
Habitación;Santa Rosa;1;0;0;22;1000.0;510.0;29.0;45.45;Departamento
Casa;Mi Perú;1;0;0;50;550.0;0.0;0.0;11.0;Casa
Departamento;Miraflores;3;1;1;120;5500.0;1691.0;480.0;45.83;Departamento
Departamento;Miraflores;3;2;1;130;5000.0;2107.0;402.0;38.46;Departamento
Departamento;San Borja;3;0;0;97;2600.0;500.0;1450.0;26.8;Departamento
Departamento;Punta Hermosa;3;1;1;100;1950.0;87.0;0.0;19.5;Departamento
Departamento;Barranco;2;0;1;110;2000.0;450.0;128.0;18.18;Departamento
Departamento;San Juan de Lurigancho;1;0;0;45;1500.0;509.0;58.0;33.33;Departamento
Departamento;Santa Rosa;4;1;0;160;5000.0;1780.0;394.0;31.25;Departamento
Departamento;San Borja;3;2;1;90;1800.0;505.0;0.0;20.0;Departamento
Departamento;Ate;3;1;1;80;3100.0;1700.0;406.0;38.75;Departamento
Departamento;Lince;4;3;4;500;7000.0;5500.0;1100.0;14.0;Departamento
Departamento;Breña;3;2;1;124;5000.0;990.0;340.0;40.32;Departamento
Departamento;Jesús María;2;0;0;63;1250.0;224.0;48.0;19.84;Departamento
